"Date";"SALI";"TEMP";"TURB";"OXYGENE";"SVSOUMOY";"SVSOURIS";"TOXPSP";"USPSP";"SVSOURI1";"SVSOURI2";"SVSOURI3";"CHLOROA";"PHEO";"ASP";"TURB-FNU";"AO+DTXs";"AZAs";"PTXs";"SVSOUMED";"YTXs";"SPXs"
"2000-09-27";"37.3";"20.5";"0.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.11";"1.93";NA;NA;NA;NA;NA;NA;NA;NA
"2000-10-09";"37.2";"19";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.76";"0.99";NA;NA;NA;NA;NA;NA;NA;NA
"2000-10-17";"36.2";"17.6";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2000-10-23";"37";"19.1";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.4";NA;NA;NA;NA;NA;NA;NA;NA
"2000-11-07";"36.9";"16.3";"2.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.32";"3.32";NA;NA;NA;NA;NA;NA;NA;NA
"2000-11-22";"37.7";"15.8";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0.42";"0.5";NA;NA;NA;NA;NA;NA;NA;NA
"2000-11-27";"35.6";"15.4";"2.1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-12-05";"33.7";"13.9";"3.1";NA;"1440";NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2000-12-18";"38";"14.2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-01-02";"34";"12.2";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-01-16";"37.5";"11.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"0";NA;NA;NA;NA;NA;NA;NA;NA
"2001-01-30";"35";"11.1";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-02-14";"38";"12.7";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"2.19";NA;NA;NA;NA;NA;NA;NA;NA
"2001-02-27";"38.2";"12";"4.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.55";"0.76";NA;NA;NA;NA;NA;NA;NA;NA
"2001-03-12";"36.8";"13.6";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.51";NA;NA;NA;NA;NA;NA;NA;NA
"2001-03-26";"37.7";"14.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-04-09";"39";"13.9";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.13";"1.7";NA;NA;NA;NA;NA;NA;NA;NA
"2001-04-23";"37.7";"13.8";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.57";NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-09";"37.4";"16.5";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-05-14";"37.4";"15.8";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2001-05-22";"37.5";"18.6";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2001-06-05";NA;"17.6";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.07";"1.31";NA;NA;NA;NA;NA;NA;NA;NA
"2001-06-19";"37.8";"19.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.53";"1.19";NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-03";"37.7";"24.6";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.31";"4.55";NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-11";"37.8";"22.6";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-17";"37.7";"20";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;"0.25";"0.87";NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-24";"37.5";"20.2";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-07-31";"37.8";"24.5";"2.8";NA;NA;NA;NA;NA;NA;NA;NA;"0.3";"1.44";NA;NA;NA;NA;NA;NA;NA;NA
"2001-08-13";"37.9";"20.3";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-08-28";"38.1";"25";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-09-04";"37.7";"18.8";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.6";NA;NA;NA;NA;NA;NA;NA
"2001-09-11";"37.9";"16.4";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-09-24";"39.5";"19";"3.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-10-09";"38.3";"25.2";"1.8";NA;NA;NA;NA;NA;NA;NA;NA;"0.48";"0.87";NA;NA;NA;NA;NA;NA;NA;NA
"2001-10-16";"36.2";"20.9";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-10-23";"37.3";"19.8";"3.3";NA;NA;NA;NA;NA;NA;NA;NA;"0.13";"3.45";NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-06";"37.7";"18.2";"5";NA;NA;NA;NA;NA;NA;NA;NA;"1.27";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-12";"37.6";"17";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-20";"37.3";"15.9";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.71";NA;NA;NA;NA;NA;NA;NA;NA
"2001-11-26";"37.5";"15.2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2001-12-04";"37.6";"15.4";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.64";NA;NA;NA;NA;NA;NA;NA;NA
"2001-12-10";"37.5";"15.4";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA
"2001-12-18";"37.6";"14.6";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.35";NA;NA;NA;NA;NA;NA;NA;NA
"2001-12-26";"37.5";"13";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-03";"37.5";"12.7";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.41";NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-08";"36.7";"12.9";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-14";"37.3";"13";"0.9";NA;NA;NA;NA;NA;NA;NA;NA;"0.21";"0.96";NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-21";"37.6";"12.5";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-01-29";"37.4";"12.9";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1.45";NA;NA;NA;NA;NA;NA;NA;NA
"2002-02-05";"37.1";"12.4";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-02-11";"36.8";"12.4";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;"0.25";"1.45";NA;NA;NA;NA;NA;NA;NA;NA
"2002-02-18";"34.8";"11.3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-02-25";"37.5";"11.3";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.39";"1.3";NA;NA;NA;NA;NA;NA;NA;NA
"2002-03-05";"37.2";"12.5";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-03-13";"37.1";"13.5";"2";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.35";"1";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-03-19";"37";"14";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-03-25";"37.6";"13.8";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.65";NA;NA;NA;NA;NA;NA;NA;NA
"2002-04-02";"35.5";"13.7";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-04-09";"35.8";"13.8";"2";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.11";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-04-16";"35.8";"13.4";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-04-24";"35.8";"15.3";"2.2";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;"1440";NA;NA
"2002-04-30";"35.7";"15.5";"0.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-05-07";"35.6";"15";"1";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.24";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-05-14";"35.5";"16.8";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-05-21";"35.5";"19.1";"1.6";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;"1440";NA;NA
"2002-05-27";"35.7";"16.9";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.25";NA;NA;NA;NA;NA;NA;NA
"2002-06-03";"35.7";"18.7";"1.6";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.09";"0.05";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-06-12";"35.5";"17.4";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2002-06-17";"35.5";"20.7";"0.9";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.11";"0.31";"0.15";NA;NA;NA;NA;"1440";NA;NA
"2002-06-25";"35.6";"24.6";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2002-07-01";"35";"21.4";"1.5";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.28";"0.05";"0.15";NA;NA;NA;NA;"1440";NA;NA
"2002-07-08";NA;"19.5";"0.9";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;"1440";NA;NA
"2002-07-16";"34.9";"18.9";"1.6";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.19";"0.21";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-07-30";"37.3";"23.7";"1.7";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.11";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-08-12";"36.6";"16.1";"1.5";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.05";"0.05";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-08-27";"37.1";"23.3";"1.7";NA;NA;NA;NA;NA;"886";"1440";"1440";NA;"0.19";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-09-10";"37";"23.1";"2.1";NA;NA;NA;NA;NA;"1440";"1440";"794";NA;"0.33";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-09-16";"37.1";"22.5";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-09-24";"37.8";"20.6";"2.5";NA;NA;NA;NA;NA;"1440";"770";"769";NA;"0.1";NA;NA;NA;NA;NA;"770";NA;NA
"2002-09-30";"38.1";"20.1";"1.2";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;"0.15";NA;NA;NA;NA;"1440";NA;NA
"2002-10-08";"37.8";"20.3";"1.6";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.05";"0.05";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-10-21";"37.4";"18";"1.5";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.23";"0.16";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-11-05";"37.7";"16.6";"1";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.64";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-11-12";"37.7";"16.3";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-11-18";NA;"14.7";"2.3";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.08";"0.18";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-11-25";"37";"15.9";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-12-02";"37";"14.9";"1.2";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.68";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-12-09";"37.1";"14.4";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-12-16";"32.4";"12.5";"1.7";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;"0.05";NA;NA;NA;NA;NA;"1440";NA;NA
"2002-12-20";"36.8";"12.8";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2002-12-27";"37.5";"14.4";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-01-07";"37.5";"12.3";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-01-15";NA;"11.4";"1.5";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.2";"1.39";NA;NA;"5";NA;NA;"1440";NA;NA
"2003-01-20";"37.1";"12";"2.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-01-27";"36.8";"11.3";"1.6";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.05";"1.22";NA;NA;NA;NA;NA;"1440";NA;NA
"2003-02-03";"37.7";"12.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-02-11";"37.9";"12.6";"1";NA;NA;NA;NA;NA;"1440";"1440";"1440";NA;NA;NA;NA;NA;NA;NA;"1440";NA;NA
"2003-02-17";"37.7";"11.9";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-02-25";"37.5";"12.1";"1.3";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.05";"1.16";NA;NA;NA;NA;NA;"1440";NA;NA
"2003-03-06";"37.3";"12.6";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-03-11";"37";"13.1";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.71";"0.68";NA;NA;NA;NA;NA;NA;NA;NA
"2003-03-17";"34.9";"12.8";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-03-26";"37.9";"13.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";"0.14";NA;NA;NA;NA;NA;NA;NA;NA
"2003-04-01";"37.9";"14.5";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-04-08";"38";"13.4";"2";NA;NA;NA;NA;NA;"1440";"1440";"1395";"0.23";"0.72";NA;NA;NA;NA;NA;"1440";NA;NA
"2003-04-15";"37.7";"13.9";"0.8";NA;NA;NA;NA;NA;"1440";"1440";"909";NA;NA;NA;NA;NA;NA;NA;"1440";NA;NA
"2003-04-22";"38.1";"13.8";"2.5";NA;NA;NA;NA;NA;"1440";"1440";"1440";"0.15";"0.76";NA;NA;NA;NA;NA;"1440";NA;NA
"2003-04-28";"37.3";"15.8";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-05-06";"37.7";"17.2";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.24";NA;NA;NA;NA;NA;NA;NA;NA
"2003-05-13";"37.7";"17.1";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-05-19";"37.9";"17.4";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"4.3";NA;NA;NA;NA;NA;NA;NA;NA
"2003-05-26";"37.2";"18.2";"1.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-06-03";"37.9";"21.5";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"5.54";NA;NA;NA;NA;NA;NA;NA;NA
"2003-06-16";"37.7";"22.3";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.07";"1.26";NA;NA;NA;NA;NA;NA;NA;NA
"2003-06-23";"37.5";"23.8";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2003-07-01";"37.9";"24.9";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.22";NA;NA;NA;NA;NA;NA;NA;NA
"2003-07-16";NA;"24.8";"3";NA;NA;NA;NA;NA;NA;NA;NA;"0.11";"0.45";NA;NA;NA;NA;NA;NA;NA;NA
"2003-07-29";"38.3";"22.5";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.33";NA;NA;NA;NA;NA;NA;NA;NA
"2003-08-12";"38.4";"26.6";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.62";"2.27";NA;NA;NA;NA;NA;NA;NA;NA
"2003-08-26";"38.4";"25.8";"4";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"8.42";NA;NA;NA;NA;NA;NA;NA;NA
"2003-09-02";"38.2";"17.9";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-09-10";"38.1";"19.6";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"3.88";NA;NA;NA;NA;NA;NA;NA;NA
"2003-09-18";"38.4";"21.7";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-09-23";"38.3";"22.1";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.45";NA;NA;NA;NA;NA;NA;NA;NA
"2003-09-30";"38.1";"20.7";"2.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-10-06";"38.5";"18.1";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.15";"2.3";"0.58";NA;NA;NA;NA;NA;NA;NA
"2003-10-13";"38";"18.8";"1.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.15";NA;NA;NA;NA;NA;NA;NA
"2003-10-21";"38.3";"17.2";"3.2";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.82";NA;NA;NA;NA;NA;NA;NA;NA
"2003-11-04";"38.3";"15.5";"3";NA;NA;NA;NA;NA;NA;NA;NA;"0.2";"2.15";NA;NA;NA;NA;NA;NA;NA;NA
"2003-11-12";"38.3";"15.9";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-11-18";"38.2";"15.7";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.75";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"2003-11-24";NA;"15.3";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-12-01";NA;"15.2";"2.4";NA;NA;NA;NA;NA;NA;NA;NA;"0.06";"2.17";NA;NA;NA;NA;NA;NA;NA;NA
"2003-12-08";"36.9";"12.6";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-12-16";"37.8";"12.8";"8";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.92";NA;NA;NA;NA;NA;NA;NA;NA
"2003-12-22";"38.1";"13.5";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2003-12-30";"38.2";"13.6";"15";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.84";NA;NA;NA;NA;NA;NA;NA;NA
"2004-01-05";"38.2";"13.8";"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-01-13";"38.1";"13.5";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.17";NA;NA;NA;NA;NA;NA;NA;NA
"2004-01-19";"38.2";"13.1";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-01-27";"38.2";"12.3";"0.8";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.65";NA;NA;NA;NA;NA;NA;NA;NA
"2004-02-02";"38.3";"12.7";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-02-11";"33.4";"12.2";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;"0.08";"0.92";NA;NA;NA;NA;NA;NA;NA;NA
"2004-02-18";"38.3";"12.7";"1.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-02-25";"38.2";"12.2";"2.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.18";NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-01";"38.4";"11.9";"1.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-09";"38.3";"12.1";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.73";NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-15";"37";"13.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-17";"38.3";"13.2";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-23";"37";"14.2";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.48";NA;NA;NA;NA;NA;NA;NA;NA
"2004-03-31";NA;NA;"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-04-06";"38.1";"13.6";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.1";"1.31";NA;NA;NA;NA;NA;NA;NA;NA
"2004-04-12";NA;"13.3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-04-20";"37.4";"14.9";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;"0.09";"1.59";NA;NA;NA;NA;NA;NA;NA;NA
"2004-04-27";"37.3";"18.3";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-05-05";"38.1";"15.3";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-05-11";"38.1";"15.4";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.64";NA;NA;NA;NA;NA;NA;NA;NA
"2004-05-17";NA;"18";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-05-24";NA;"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.06";"1.2";NA;NA;NA;NA;NA;NA;NA;NA
"2004-06-01";"37.7";"20.1";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-06-08";"38";"20.4";"1.2";NA;NA;NA;NA;NA;NA;NA;NA;"1.96";"0.05";NA;NA;NA;NA;NA;NA;NA;NA
"2004-06-22";"38.3";"17.9";"3";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.11";NA;NA;NA;NA;NA;NA;NA;NA
"2004-07-06";NA;"18.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.62";NA;NA;NA;NA;NA;NA;NA;NA
"2004-07-19";"38.6";"21";"1.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.45";NA;NA;NA;NA;NA;NA;NA;NA
"2004-08-03";"38.3";"26";"1.8";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.64";NA;NA;NA;NA;NA;NA;NA;NA
"2004-08-19";"38.4";"22.6";"2";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"2.23";NA;NA;NA;NA;NA;NA;NA;NA
"2004-08-31";"36.3";"20.1";"3.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.52";NA;NA;NA;NA;NA;NA;NA;NA
"2004-09-08";"38.4";"23.5";"2.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-09-15";"38.1";"23";"4";NA;NA;NA;NA;NA;NA;NA;NA;"0.12";"2.54";NA;NA;NA;NA;NA;NA;NA;NA
"2004-09-28";"38.4";"20.1";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"0.68";NA;NA;NA;NA;NA;NA;NA;NA
"2004-10-12";"38.7";"21";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;"0.05";"1.81";NA;NA;NA;NA;NA;NA;NA;NA
"2004-10-26";"38.1";"19.5";"1.9";NA;NA;NA;NA;NA;NA;NA;NA;"0.36";"2.56";NA;NA;NA;NA;NA;NA;NA;NA
"2004-11-02";"30.4";"18.3";"2.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-11-08";NA;"17.5";"2.5";NA;NA;NA;NA;NA;NA;NA;NA;"0.15";"11.03";NA;NA;NA;NA;NA;NA;NA;NA
"2004-11-15";"38.2";"16.9";"1.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2004-11-24";"38.4";"15.7";"1";NA;NA;NA;NA;NA;NA;NA;NA;"0.19";"0.36";NA;NA;NA;NA;NA;NA;NA;NA
